	LTR12C	LTR13A	LTR2B	LTR2C	LTR5B	LTR5_Hs
ZBTB40-ENCFF727WJU.bed	442	71	37	64	99	121
ZBTB7A-ENCFF001UMH.bed	4	1	0	4	4	1
ZBTB7A-ENCFF001UMI.bed	39	12	2	11	25	8
ZBTB7A-ENCFF101JWH.bed	254	40	20	35	53	43
ZBTB7A-ENCFF412YTK.bed	135	29	21	25	41	29
ZBTB7A-ENCFF644MVI.bed	354	47	18	45	59	46
ZC3H11A-ENCFF001VPK.bed	4	12	1	5	8	3
ZC3H8-ENCFF137UEG.bed	277	46	31	41	86	92
ZC3H8-ENCFF235YVR.bed	279	52	35	45	101	104
ZC3H8-ENCFF285TLP.bed	277	59	26	46	88	94
ZEB2-ENCFF101SDV.bed	203	67	37	60	112	161
ZEB2-ENCFF295KFV.bed	279	60	34	63	108	137
ZEB2-ENCFF333ULN.bed	226	61	42	53	114	146
ZEB2-ENCFF524RDY.bed	228	65	34	65	108	159
ZEB2-ENCFF597MUA.bed	301	65	38	59	106	122
ZEB2-ENCFF846MNB.bed	295	65	33	69	123	136
ZHX1-ENCFF076QRM.bed	133	24	12	26	31	19
ZHX1-ENCFF207BTX.bed	142	24	18	29	29	18
ZHX1-ENCFF349DOV.bed	142	19	13	21	25	10
ZKSCAN1-ENCFF040DGA.bed	195	31	11	32	38	20
ZKSCAN1-ENCFF511MUZ.bed	165	37	9	30	46	18
ZKSCAN1-ENCFF656CUX.bed	174	35	14	29	47	23
ZMIZ1-ENCFF001VPQ.bed	29	18	7	12	28	19
ZMIZ1-ENCFF041EID.bed	87	5	3	6	16	8
ZMIZ1-ENCFF248AZH.bed	95	16	7	17	21	12
ZMIZ1-ENCFF469ORR.bed	77	15	5	12	20	16
ZMYM3-ENCFF204QNV.bed	113	26	19	21	30	29
ZMYM3-ENCFF438LLN.bed	101	29	19	29	24	25
ZMYM3-ENCFF925VOV.bed	113	33	15	35	38	36
ZNF143-ENCFF001VPL.bed	15	11	8	25	14	14
ZNF24-ENCFF131ZOO.bed	521	54	34	65	105	131
ZNF24-ENCFF186JNG.bed	462	52	25	39	102	96
ZNF24-ENCFF309SZA.bed	399	55	28	51	102	134
ZNF24-ENCFF420MBN.bed	493	40	23	22	87	78
ZNF24-ENCFF716AIG.bed	517	61	36	62	111	123
ZNF24-ENCFF720BVJ.bed	287	48	27	55	103	123
ZNF24-ENCFF877PNB.bed	543	61	36	71	112	139
ZNF24-ENCFF924XOY.bed	330	51	27	56	112	138
ZNF24-ENCFF980UAQ.bed	361	58	32	53	114	99
ZNF263-ENCFF001VPM.bed	1	0	0	0	0	0
ZNF263-ENCFF051FKL.bed	217	14	10	17	18	14
ZNF263-ENCFF100FXA.bed	195	17	12	15	17	18
ZNF263-ENCFF537UES.bed	253	22	16	17	14	23
ZNF274-ENCFF001VPN.bed	0	0	0	0	0	0
ZNF274-ENCFF001VPO.bed	1	2	4	3	8	10
ZNF274-ENCFF337RTD.bed	131	10	12	5	26	25
ZNF274-ENCFF479ZWB.bed	87	18	16	22	19	27
ZNF274-ENCFF556HBG.bed	145	8	14	16	22	17
ZNF274-ENCFF565OZP.bed	110	7	11	10	24	16
ZNF274-ENCFF854CCF.bed	249	6	12	8	26	33
ZNF274-ENCFF904PBE.bed	144	11	22	21	26	28
ZNF316-ENCFF226IEC.bed	885	93	14	16	42	61
ZNF316-ENCFF247ZEK.bed	792	88	16	23	58	64
ZNF316-ENCFF792BGD.bed	839	91	16	20	41	62
ZNF318-ENCFF050TDD.bed	278	59	28	43	82	85
ZNF318-ENCFF071TPY.bed	94	24	19	22	41	47
ZNF318-ENCFF244YZX.bed	228	61	37	48	83	101
ZNF318-ENCFF688JRI.bed	176	42	26	27	63	71
ZNF318-ENCFF854NST.bed	86	24	22	28	45	52
ZNF318-ENCFF898ILE.bed	250	63	42	45	93	95
ZNF384-ENCFF001VPP.bed	28	21	4	24	17	14
ZNF407-ENCFF067DNS.bed	278	48	22	37	48	76
ZNF407-ENCFF370RXL.bed	288	31	21	24	53	73
ZNF407-ENCFF904CJM.bed	310	49	23	38	69	69
ZNF592-ENCFF322TVZ.bed	245	51	36	48	110	193
ZNF592-ENCFF363AAC.bed	281	57	35	54	132	194
ZNF592-ENCFF537WLH.bed	345	65	35	57	146	205
ZSCAN29-ENCFF118YQO.bed	308	57	36	55	117	145
ZSCAN29-ENCFF483NEI.bed	305	44	30	46	83	101
ZSCAN29-ENCFF788QDP.bed	317	51	35	55	100	130
ZZZ3-ENCFF433ANO.bed	165	50	20	36	68	78
ZZZ3-ENCFF639RPL.bed	127	43	26	37	59	61
ZZZ3-ENCFF975UYT.bed	209	36	23	30	59	60
eGFP-ADNP-ENCFF590LRH.bed	174	47	30	46	38	41
eGFP-ADNP-ENCFF603BTL.bed	183	49	39	43	55	41
eGFP-ADNP-ENCFF748XDB.bed	188	45	37	47	38	38
eGFP-ATF1-ENCFF077HXE.bed	522	72	47	66	116	150
eGFP-ATF1-ENCFF234YBT.bed	547	73	46	62	112	133
eGFP-ATF1-ENCFF621JGB.bed	493	62	47	68	106	126
eGFP-ATF3-ENCFF281ART.bed	74	33	18	16	20	41
eGFP-ATF3-ENCFF303DKR.bed	81	36	20	26	12	45
eGFP-ATF3-ENCFF435TZX.bed	73	28	21	18	15	43
eGFP-BACH1-ENCFF469YOH.bed	113	49	27	38	61	73
eGFP-BACH1-ENCFF772XDS.bed	118	40	25	42	68	91
eGFP-BACH1-ENCFF820FCA.bed	96	43	35	39	61	89
eGFP-CEBPB-ENCFF408FLA.bed	205	41	82	52	68	85
eGFP-CEBPB-ENCFF441YTV.bed	225	36	87	46	57	109
eGFP-CEBPB-ENCFF519FSK.bed	212	38	86	45	60	91
eGFP-CEBPG-ENCFF014ZNK.bed	121	29	34	34	27	42
eGFP-CEBPG-ENCFF183FOU.bed	147	25	46	20	41	46
eGFP-CEBPG-ENCFF335AYY.bed	161	28	48	27	37	49
eGFP-CEBPG-ENCFF593QEG.bed	105	23	37	25	23	31
eGFP-CEBPG-ENCFF851RZA.bed	99	20	34	22	14	27
eGFP-CEBPG-ENCFF880AEL.bed	142	25	56	30	38	41
eGFP-CREB3-ENCFF313HJO.bed	363	67	37	66	134	188
eGFP-CREB3-ENCFF328JKG.bed	326	65	45	48	116	176
eGFP-CREB3-ENCFF572YZB.bed	347	65	49	67	131	199
eGFP-CUX1-ENCFF010BGE.bed	170	40	25	35	64	82
eGFP-CUX1-ENCFF758WOZ.bed	162	56	25	34	78	77
eGFP-CUX1-ENCFF813QPT.bed	154	52	20	40	71	74
eGFP-DDX20-ENCFF316SRU.bed	189	51	31	34	107	161
eGFP-DDX20-ENCFF523JZB.bed	163	49	34	38	102	166
eGFP-DDX20-ENCFF667SBT.bed	159	40	30	36	95	151
eGFP-DIDO1-ENCFF307MIA.bed	399	64	34	56	110	126
eGFP-DIDO1-ENCFF377KNC.bed	385	61	39	43	113	141
eGFP-DIDO1-ENCFF816UNQ.bed	394	63	39	46	116	149
eGFP-E2F5-ENCFF118EXB.bed	169	48	31	56	90	92
eGFP-E2F5-ENCFF321FDW.bed	155	58	31	61	91	103
eGFP-E2F5-ENCFF360GCE.bed	173	62	34	50	92	95
eGFP-ELF1-ENCFF074NKQ.bed	194	41	32	44	66	38
eGFP-ELF1-ENCFF241QBV.bed	184	25	30	31	54	45
eGFP-ELF1-ENCFF769RKU.bed	189	36	28	47	61	40
eGFP-ELK1-ENCFF160OTS.bed	148	45	29	43	54	57
eGFP-ELK1-ENCFF448HGE.bed	151	37	29	34	61	59
eGFP-ELK1-ENCFF450JEG.bed	131	41	34	43	58	57
eGFP-ETS2-ENCFF331IWR.bed	359	31	34	27	60	94
eGFP-ETS2-ENCFF804AYO.bed	418	31	29	27	64	71
eGFP-ETS2-ENCFF982UOO.bed	374	34	28	24	64	88
eGFP-ETV1-ENCFF421DGE.bed	337	64	30	36	105	128
eGFP-ETV1-ENCFF645BHJ.bed	364	53	33	43	106	130
eGFP-ETV1-ENCFF692PZN.bed	293	59	32	40	83	114
eGFP-FOS-ENCFF001VRH.bed	9	18	1	3	4	2
eGFP-FOSL1-ENCFF877UDE.bed	154	55	30	53	67	86
eGFP-FOSL1-ENCFF907RDS.bed	139	57	27	53	73	88
eGFP-FOSL1-ENCFF912QBK.bed	127	51	20	45	65	71
eGFP-FOXJ2-ENCFF521WEX.bed	146	36	20	26	55	41
eGFP-FOXJ2-ENCFF629GGT.bed	126	39	19	29	44	41
eGFP-FOXJ2-ENCFF639WQU.bed	120	42	23	33	44	36
eGFP-GABPA-ENCFF026SKI.bed	205	48	38	38	73	65
eGFP-GABPA-ENCFF835LBQ.bed	192	51	31	33	72	68
eGFP-GABPA-ENCFF845TET.bed	201	45	35	39	71	65
eGFP-GATA2-ENCFF001VRI.bed	35	26	9	17	22	23
eGFP-GATA2-ENCFF185LGX.bed	154	55	30	53	82	77
eGFP-GATA2-ENCFF444LYN.bed	62	18	6	16	27	16
eGFP-GATA2-ENCFF766MMM.bed	124	53	26	45	66	63
eGFP-GTF2A2-ENCFF124LKA.bed	580	47	46	48	90	144
eGFP-GTF2A2-ENCFF490ZQW.bed	495	42	42	40	85	121
eGFP-GTF2A2-ENCFF796QIY.bed	604	54	46	41	100	140
eGFP-GTF2E2-ENCFF138CUL.bed	169	34	28	33	61	62
eGFP-GTF2E2-ENCFF373TEW.bed	161	28	29	29	43	53
eGFP-GTF2E2-ENCFF796SSH.bed	196	42	23	46	78	74
eGFP-HDAC8-ENCFF001VRJ.bed	5	4	2	4	3	12
eGFP-HDAC8-ENCFF011ZRR.bed	119	16	14	13	32	31
eGFP-HDAC8-ENCFF220RNG.bed	569	60	37	38	132	144
eGFP-HDAC8-ENCFF547GIJ.bed	149	31	21	41	57	48
eGFP-HDAC8-ENCFF690UHD.bed	538	58	43	42	113	158
eGFP-HDAC8-ENCFF835SWC.bed	189	37	29	39	65	68
eGFP-HDAC8-ENCFF867FAH.bed	488	46	42	40	94	148
eGFP-HINFP-ENCFF089QJI.bed	188	52	31	34	87	122
eGFP-HINFP-ENCFF369YHE.bed	224	47	28	40	103	141
eGFP-HINFP-ENCFF922IFQ.bed	208	56	30	39	105	139
eGFP-ID3-ENCFF244XAR.bed	574	62	41	53	140	179
eGFP-ID3-ENCFF464FVG.bed	580	67	51	52	138	195
eGFP-ID3-ENCFF767ZAZ.bed	609	69	41	59	139	191
eGFP-ILK-ENCFF207HZD.bed	219	33	29	36	83	138
eGFP-ILK-ENCFF237JZC.bed	201	27	39	35	104	139
eGFP-ILK-ENCFF847LIB.bed	213	36	34	47	97	147
eGFP-IRF1-ENCFF814SES.bed	454	43	52	38	85	132
eGFP-IRF1-ENCFF857RCJ.bed	416	61	52	50	115	170
eGFP-IRF1-ENCFF961ADP.bed	367	61	43	41	114	163
eGFP-IRF9-ENCFF437EBC.bed	322	37	38	36	98	157
eGFP-IRF9-ENCFF672YBV.bed	314	46	40	35	99	169
eGFP-IRF9-ENCFF878TRQ.bed	295	48	39	40	102	152
eGFP-JUNB-ENCFF001VRK.bed	14	20	2	11	4	14
eGFP-JUND-ENCFF001VRL.bed	53	38	12	26	29	44
eGFP-KLF1-ENCFF255LGM.bed	583	52	40	31	87	106
eGFP-KLF1-ENCFF830SMA.bed	486	43	39	28	78	83
eGFP-KLF1-ENCFF842XXA.bed	623	47	39	28	91	101
eGFP-KLF13-ENCFF119DBB.bed	446	49	34	27	82	109
eGFP-KLF13-ENCFF163SYH.bed	491	59	44	37	94	111
eGFP-KLF13-ENCFF367KYN.bed	484	51	31	27	84	111
eGFP-MAFG-ENCFF421KPL.bed	510	78	27	35	76	124
eGFP-MAFG-ENCFF638THQ.bed	484	66	25	24	68	109
eGFP-MAFG-ENCFF703AYW.bed	476	79	24	35	74	120
eGFP-MEF2D-ENCFF170VIW.bed	355	58	36	40	132	172
eGFP-MEF2D-ENCFF345KFF.bed	367	53	44	52	138	190
eGFP-MEF2D-ENCFF369MAB.bed	334	53	29	55	127	158
eGFP-NFE2-ENCFF140CQS.bed	321	60	36	42	85	144
eGFP-NFE2-ENCFF619AGT.bed	285	67	38	34	91	150
eGFP-NFE2-ENCFF688MMW.bed	295	48	32	39	73	136
eGFP-NFE2L1-ENCFF065CJT.bed	50	6	17	5	11	12
eGFP-NFE2L1-ENCFF192SZH.bed	40	5	10	4	9	17
eGFP-NFE2L1-ENCFF197SSW.bed	120	35	33	26	77	99
eGFP-NFE2L1-ENCFF290CCX.bed	35	4	10	4	9	11
eGFP-NFE2L1-ENCFF627BPL.bed	154	21	30	21	60	80
eGFP-NFE2L1-ENCFF771POP.bed	135	36	33	24	100	123
eGFP-NR2C1-ENCFF243AWG.bed	248	63	66	50	121	185
eGFP-NR2C1-ENCFF258HYJ.bed	229	71	59	61	117	181
eGFP-NR2C1-ENCFF802GJA.bed	240	70	59	56	132	193
eGFP-NR2C2-ENCFF374WLL.bed	176	46	38	51	57	55
eGFP-NR2C2-ENCFF610XAF.bed	163	59	41	50	71	88
eGFP-NR2C2-ENCFF994BAN.bed	162	55	42	52	61	65
eGFP-NR4A1-ENCFF001VRM.bed	1	1	0	0	2	7
eGFP-NR4A1-ENCFF090MIJ.bed	464	65	39	46	126	185
eGFP-NR4A1-ENCFF317YJY.bed	496	61	39	47	128	174
eGFP-NR4A1-ENCFF319MZU.bed	484	67	46	53	134	188
eGFP-NR4A1-ENCFF368NGK.bed	136	25	13	17	42	57
eGFP-NR4A1-ENCFF585FBZ.bed	168	18	12	15	28	25
eGFP-NR4A1-ENCFF771WFB.bed	240	8	12	17	26	14
eGFP-PBX2-ENCFF075DYV.bed	308	88	39	51	83	122
eGFP-PBX2-ENCFF475TJT.bed	291	86	42	54	90	145
eGFP-PBX2-ENCFF869BQK.bed	267	84	40	47	96	141
eGFP-POLR2H-ENCFF138QHW.bed	276	22	27	28	41	62
eGFP-POLR2H-ENCFF642AZQ.bed	258	18	24	22	30	56
eGFP-POLR2H-ENCFF923FBF.bed	264	18	23	24	37	58
eGFP-PTRF-ENCFF355KNJ.bed	278	43	34	32	115	171
eGFP-PTRF-ENCFF357IPW.bed	188	37	29	24	104	171
eGFP-PTRF-ENCFF488ZUO.bed	223	45	37	31	114	184
eGFP-PTTG1-ENCFF069PPO.bed	210	41	37	36	111	172
eGFP-PTTG1-ENCFF351JUL.bed	203	47	34	40	117	197
eGFP-PTTG1-ENCFF981LHO.bed	216	52	28	29	108	185
eGFP-PYGO2-ENCFF021CLN.bed	274	47	28	31	91	121
eGFP-PYGO2-ENCFF311BXD.bed	319	53	44	41	111	140
eGFP-PYGO2-ENCFF430YKE.bed	337	50	37	35	99	137
eGFP-RELA-ENCFF347CVK.bed	404	57	40	47	106	149
eGFP-RELA-ENCFF401ROZ.bed	367	55	46	43	121	144
eGFP-RELA-ENCFF993MOQ.bed	376	54	47	42	103	138
eGFP-TAF7-ENCFF827LZB.bed	393	53	33	34	93	121
eGFP-TAF7-ENCFF869TGI.bed	362	46	34	40	98	116
eGFP-TAF7-ENCFF963EUU.bed	360	40	29	21	90	111
eGFP-TEAD2-ENCFF267PBD.bed	213	41	28	37	99	126
eGFP-TEAD2-ENCFF777YSR.bed	244	45	26	29	90	127
eGFP-TEAD2-ENCFF828PUB.bed	213	41	31	32	99	118
eGFP-TFDP1-ENCFF250VQN.bed	150	36	30	30	60	75
eGFP-TFDP1-ENCFF833HIY.bed	170	42	36	30	63	84
eGFP-TSC22D4-ENCFF225CMV.bed	304	33	25	23	76	59
eGFP-TSC22D4-ENCFF575RVG.bed	296	29	30	22	54	80
eGFP-TSC22D4-ENCFF597WGL.bed	275	30	27	25	74	75
eGFP-USF2-ENCFF058DFD.bed	198	98	23	35	57	61
eGFP-USF2-ENCFF138XJT.bed	210	95	28	41	55	65
eGFP-USF2-ENCFF165PIM.bed	206	95	18	40	57	59
eGFP-ZBTB11-ENCFF162YHD.bed	241	54	39	60	81	104
eGFP-ZBTB11-ENCFF847LNA.bed	277	65	40	57	80	106
eGFP-ZBTB11-ENCFF999XQG.bed	239	63	40	59	93	115
eGFP-ZFX-ENCFF423GZH.bed	290	50	45	30	68	54
eGFP-ZFX-ENCFF487JYD.bed	307	48	41	29	72	59
eGFP-ZFX-ENCFF590NAP.bed	262	47	46	39	72	52
eGFP-ZKSCAN8-ENCFF234TBD.bed	182	47	22	39	77	84
eGFP-ZKSCAN8-ENCFF603LKQ.bed	173	46	21	38	70	91
eGFP-ZKSCAN8-ENCFF839IXS.bed	207	38	28	38	73	60
eGFP-ZNF175-ENCFF195EMK.bed	151	51	29	48	86	88
eGFP-ZNF175-ENCFF260RNL.bed	185	48	29	48	82	95
eGFP-ZNF175-ENCFF472SCD.bed	148	46	27	37	82	89
eGFP-ZNF197-ENCFF061VCB.bed	174	47	30	50	75	86
eGFP-ZNF197-ENCFF820OCS.bed	167	47	39	50	79	89
eGFP-ZNF197-ENCFF866TCF.bed	205	39	35	55	76	89
eGFP-ZNF24-ENCFF670KBE.bed	361	47	34	46	97	129
eGFP-ZNF24-ENCFF694BDZ.bed	376	53	42	56	120	151
eGFP-ZNF24-ENCFF710KBI.bed	397	50	43	52	108	141
eGFP-ZNF354B-ENCFF225EQY.bed	222	62	27	31	66	86
eGFP-ZNF354B-ENCFF228ORA.bed	188	52	27	19	63	98
eGFP-ZNF354B-ENCFF849XOM.bed	180	44	23	18	49	89
eGFP-ZNF507-ENCFF096XNX.bed	266	31	34	28	71	69
eGFP-ZNF507-ENCFF211EQN.bed	219	27	23	24	42	64
eGFP-ZNF507-ENCFF396RQL.bed	247	28	27	24	55	61
eGFP-ZNF512-ENCFF188IJE.bed	203	41	39	55	84	58
eGFP-ZNF512-ENCFF357VCS.bed	171	42	38	37	74	65
eGFP-ZNF512-ENCFF530EDL.bed	244	29	38	46	79	56
eGFP-ZNF584-ENCFF496DRF.bed	196	55	36	39	70	101
eGFP-ZNF584-ENCFF586UNH.bed	190	41	40	38	71	106
eGFP-ZNF584-ENCFF870WRO.bed	203	48	33	38	66	101
eGFP-ZNF589-ENCFF470XSK.bed	165	52	30	44	77	100
eGFP-ZNF589-ENCFF524YHM.bed	152	53	31	42	77	101
eGFP-ZNF589-ENCFF783GCE.bed	183	41	35	36	66	88
eGFP-ZNF639-ENCFF433SFB.bed	186	51	35	47	81	107
eGFP-ZNF639-ENCFF543QKR.bed	181	62	34	55	86	116
eGFP-ZNF639-ENCFF816KBT.bed	197	51	33	59	82	114
eGFP-ZNF644-ENCFF587MUY.bed	180	43	29	45	75	86
eGFP-ZNF644-ENCFF768USG.bed	144	43	32	35	61	91
eGFP-ZNF644-ENCFF887PEG.bed	153	51	28	41	62	93
eGFP-ZNF740-ENCFF188UYW.bed	197	28	27	27	55	36
eGFP-ZNF740-ENCFF233FOV.bed	164	35	20	34	51	37
eGFP-ZNF740-ENCFF415MTB.bed	406	52	49	44	117	155
eGFP-ZNF740-ENCFF606TEA.bed	361	51	47	47	114	174
eGFP-ZNF740-ENCFF903FBL.bed	175	30	23	31	57	32
eGFP-ZNF740-ENCFF996DAB.bed	405	54	53	48	128	183
eGFP-ZNF766-ENCFF040CEH.bed	189	47	33	61	100	101
eGFP-ZNF766-ENCFF205LAU.bed	177	50	31	60	95	107
eGFP-ZNF766-ENCFF908JEV.bed	205	58	32	46	94	99
eGFP-ZNF83-ENCFF254TMJ.bed	204	42	31	48	74	65
eGFP-ZNF83-ENCFF392CTG.bed	197	55	27	60	75	74
eGFP-ZNF83-ENCFF609KYL.bed	182	50	31	50	70	69
