	LTR12C	LTR13A	LTR2B	LTR2C	LTR5B	LTR5_Hs
ZBTB40-ENCFF727WJU.bed	349	18	29	14	49	75
ZBTB7A-ENCFF001UMH.bed	11	0	2	1	0	1
ZBTB7A-ENCFF001UMI.bed	40	1	4	2	7	8
ZBTB7A-ENCFF101JWH.bed	368	16	23	12	41	61
ZBTB7A-ENCFF412YTK.bed	371	22	20	14	50	60
ZBTB7A-ENCFF644MVI.bed	373	11	23	15	30	70
ZC3H11A-ENCFF001VPK.bed	36	2	4	0	11	4
ZC3H8-ENCFF137UEG.bed	392	18	28	13	40	65
ZC3H8-ENCFF235YVR.bed	385	15	34	16	43	80
ZC3H8-ENCFF285TLP.bed	374	17	26	17	41	74
ZEB2-ENCFF101SDV.bed	367	15	30	18	47	62
ZEB2-ENCFF295KFV.bed	390	23	36	15	49	63
ZEB2-ENCFF333ULN.bed	384	23	28	22	43	60
ZEB2-ENCFF524RDY.bed	396	16	26	12	49	67
ZEB2-ENCFF597MUA.bed	374	15	27	10	47	75
ZEB2-ENCFF846MNB.bed	370	24	28	20	46	64
ZHX1-ENCFF076QRM.bed	393	19	25	19	43	68
ZHX1-ENCFF207BTX.bed	382	22	32	12	46	77
ZHX1-ENCFF349DOV.bed	379	25	27	15	48	64
ZKSCAN1-ENCFF040DGA.bed	359	13	26	16	40	72
ZKSCAN1-ENCFF511MUZ.bed	353	16	19	15	38	60
ZKSCAN1-ENCFF656CUX.bed	380	17	25	20	41	78
ZMIZ1-ENCFF001VPQ.bed	60	3	3	1	9	8
ZMIZ1-ENCFF041EID.bed	403	20	13	12	44	64
ZMIZ1-ENCFF248AZH.bed	354	13	33	14	32	71
ZMIZ1-ENCFF469ORR.bed	385	17	32	13	27	55
ZMYM3-ENCFF204QNV.bed	363	23	24	18	32	67
ZMYM3-ENCFF438LLN.bed	341	19	27	21	42	69
ZMYM3-ENCFF925VOV.bed	353	17	20	16	43	66
ZNF143-ENCFF001VPL.bed	103	3	7	3	15	16
ZNF24-ENCFF131ZOO.bed	372	18	24	18	41	67
ZNF24-ENCFF186JNG.bed	395	22	27	16	48	69
ZNF24-ENCFF309SZA.bed	357	16	25	15	49	69
ZNF24-ENCFF420MBN.bed	361	18	18	20	41	79
ZNF24-ENCFF716AIG.bed	390	20	28	17	53	75
ZNF24-ENCFF720BVJ.bed	394	16	26	23	45	70
ZNF24-ENCFF877PNB.bed	385	21	28	21	41	74
ZNF24-ENCFF924XOY.bed	364	15	26	16	44	75
ZNF24-ENCFF980UAQ.bed	383	13	29	17	43	74
ZNF263-ENCFF001VPM.bed	5	1	0	0	0	1
ZNF263-ENCFF051FKL.bed	283	12	24	5	32	54
ZNF263-ENCFF100FXA.bed	314	13	23	11	38	60
ZNF263-ENCFF537UES.bed	364	13	30	10	40	67
ZNF274-ENCFF001VPN.bed	0	0	0	0	0	0
ZNF274-ENCFF001VPO.bed	11	1	1	0	3	0
ZNF274-ENCFF337RTD.bed	434	25	28	24	49	69
ZNF274-ENCFF479ZWB.bed	432	19	28	23	53	81
ZNF274-ENCFF556HBG.bed	378	10	16	18	40	71
ZNF274-ENCFF565OZP.bed	411	17	18	24	51	80
ZNF274-ENCFF854CCF.bed	417	21	22	26	53	77
ZNF274-ENCFF904PBE.bed	421	19	27	31	55	71
ZNF316-ENCFF226IEC.bed	419	18	26	20	52	68
ZNF316-ENCFF247ZEK.bed	400	20	29	19	47	69
ZNF316-ENCFF792BGD.bed	423	20	22	18	58	70
ZNF318-ENCFF050TDD.bed	420	17	22	12	47	81
ZNF318-ENCFF071TPY.bed	377	16	22	20	47	60
ZNF318-ENCFF244YZX.bed	411	22	23	18	40	78
ZNF318-ENCFF688JRI.bed	388	18	19	15	55	70
ZNF318-ENCFF854NST.bed	394	17	31	19	45	72
ZNF318-ENCFF898ILE.bed	424	21	29	22	50	64
ZNF384-ENCFF001VPP.bed	96	4	6	0	10	17
ZNF407-ENCFF067DNS.bed	418	15	26	15	45	76
ZNF407-ENCFF370RXL.bed	461	21	26	24	44	70
ZNF407-ENCFF904CJM.bed	413	15	27	15	47	64
ZNF592-ENCFF322TVZ.bed	377	21	27	19	52	76
ZNF592-ENCFF363AAC.bed	364	14	31	18	54	76
ZNF592-ENCFF537WLH.bed	370	16	30	17	49	64
ZSCAN29-ENCFF118YQO.bed	383	20	28	19	46	66
ZSCAN29-ENCFF483NEI.bed	409	21	23	17	51	64
ZSCAN29-ENCFF788QDP.bed	384	19	25	19	37	77
ZZZ3-ENCFF433ANO.bed	380	16	33	20	33	66
ZZZ3-ENCFF639RPL.bed	390	25	34	25	36	74
ZZZ3-ENCFF975UYT.bed	387	22	23	22	45	66
eGFP-ADNP-ENCFF590LRH.bed	372	17	36	26	46	68
eGFP-ADNP-ENCFF603BTL.bed	392	18	27	26	49	65
eGFP-ADNP-ENCFF748XDB.bed	374	16	36	29	44	68
eGFP-ATF1-ENCFF077HXE.bed	437	19	37	24	53	86
eGFP-ATF1-ENCFF234YBT.bed	445	19	30	22	54	82
eGFP-ATF1-ENCFF621JGB.bed	411	17	31	21	46	98
eGFP-ATF3-ENCFF281ART.bed	398	26	21	16	52	78
eGFP-ATF3-ENCFF303DKR.bed	389	23	27	22	42	72
eGFP-ATF3-ENCFF435TZX.bed	401	27	27	17	44	82
eGFP-BACH1-ENCFF469YOH.bed	357	18	27	20	47	63
eGFP-BACH1-ENCFF772XDS.bed	374	15	21	14	49	72
eGFP-BACH1-ENCFF820FCA.bed	364	19	27	17	48	70
eGFP-CEBPB-ENCFF408FLA.bed	412	16	16	16	44	65
eGFP-CEBPB-ENCFF441YTV.bed	412	14	23	16	43	62
eGFP-CEBPB-ENCFF519FSK.bed	416	16	20	19	44	62
eGFP-CEBPG-ENCFF014ZNK.bed	404	17	22	17	43	60
eGFP-CEBPG-ENCFF183FOU.bed	417	14	19	21	47	88
eGFP-CEBPG-ENCFF335AYY.bed	420	20	23	16	49	74
eGFP-CEBPG-ENCFF593QEG.bed	411	15	17	21	45	70
eGFP-CEBPG-ENCFF851RZA.bed	417	18	20	21	54	72
eGFP-CEBPG-ENCFF880AEL.bed	416	14	22	21	49	76
eGFP-CREB3-ENCFF313HJO.bed	375	15	28	19	52	78
eGFP-CREB3-ENCFF328JKG.bed	381	20	29	13	50	84
eGFP-CREB3-ENCFF572YZB.bed	379	19	32	19	40	73
eGFP-CUX1-ENCFF010BGE.bed	454	22	34	22	47	74
eGFP-CUX1-ENCFF758WOZ.bed	420	24	36	18	53	75
eGFP-CUX1-ENCFF813QPT.bed	431	23	33	20	56	80
eGFP-DDX20-ENCFF316SRU.bed	381	18	23	16	57	88
eGFP-DDX20-ENCFF523JZB.bed	373	21	20	16	45	76
eGFP-DDX20-ENCFF667SBT.bed	395	22	21	22	43	67
eGFP-DIDO1-ENCFF307MIA.bed	414	16	30	16	45	66
eGFP-DIDO1-ENCFF377KNC.bed	387	16	28	9	44	73
eGFP-DIDO1-ENCFF816UNQ.bed	394	19	25	12	45	68
eGFP-E2F5-ENCFF118EXB.bed	366	18	29	24	45	54
eGFP-E2F5-ENCFF321FDW.bed	367	22	28	22	49	56
eGFP-E2F5-ENCFF360GCE.bed	371	18	24	28	46	67
eGFP-ELF1-ENCFF074NKQ.bed	409	25	30	23	48	68
eGFP-ELF1-ENCFF241QBV.bed	386	22	30	13	61	88
eGFP-ELF1-ENCFF769RKU.bed	396	18	27	18	51	75
eGFP-ELK1-ENCFF160OTS.bed	431	22	27	26	53	66
eGFP-ELK1-ENCFF448HGE.bed	431	20	30	18	56	74
eGFP-ELK1-ENCFF450JEG.bed	396	25	31	19	44	73
eGFP-ETS2-ENCFF331IWR.bed	423	21	23	17	40	62
eGFP-ETS2-ENCFF804AYO.bed	419	16	27	17	49	66
eGFP-ETS2-ENCFF982UOO.bed	412	23	18	18	37	66
eGFP-ETV1-ENCFF421DGE.bed	383	19	23	18	36	69
eGFP-ETV1-ENCFF645BHJ.bed	386	21	20	9	47	66
eGFP-ETV1-ENCFF692PZN.bed	357	16	21	14	45	70
eGFP-FOS-ENCFF001VRH.bed	48	3	2	0	7	7
eGFP-FOSL1-ENCFF877UDE.bed	366	17	36	16	44	65
eGFP-FOSL1-ENCFF907RDS.bed	377	20	29	11	46	73
eGFP-FOSL1-ENCFF912QBK.bed	393	19	25	15	48	66
eGFP-FOXJ2-ENCFF521WEX.bed	394	20	19	15	58	69
eGFP-FOXJ2-ENCFF629GGT.bed	430	24	22	21	55	81
eGFP-FOXJ2-ENCFF639WQU.bed	408	22	22	19	47	67
eGFP-GABPA-ENCFF026SKI.bed	348	20	34	24	56	78
eGFP-GABPA-ENCFF835LBQ.bed	340	19	27	18	53	71
eGFP-GABPA-ENCFF845TET.bed	375	25	28	16	48	78
eGFP-GATA2-ENCFF001VRI.bed	97	9	8	1	15	18
eGFP-GATA2-ENCFF185LGX.bed	362	22	27	18	53	68
eGFP-GATA2-ENCFF444LYN.bed	356	21	28	17	52	76
eGFP-GATA2-ENCFF766MMM.bed	373	18	22	17	47	80
eGFP-GTF2A2-ENCFF124LKA.bed	413	21	38	26	53	72
eGFP-GTF2A2-ENCFF490ZQW.bed	433	22	36	27	52	66
eGFP-GTF2A2-ENCFF796QIY.bed	410	14	34	21	56	72
eGFP-GTF2E2-ENCFF138CUL.bed	406	17	32	21	54	86
eGFP-GTF2E2-ENCFF373TEW.bed	408	17	35	24	49	83
eGFP-GTF2E2-ENCFF796SSH.bed	371	15	35	26	54	69
eGFP-HDAC8-ENCFF001VRJ.bed	26	2	4	1	4	4
eGFP-HDAC8-ENCFF011ZRR.bed	382	15	25	17	39	64
eGFP-HDAC8-ENCFF220RNG.bed	429	23	26	17	58	72
eGFP-HDAC8-ENCFF547GIJ.bed	421	17	24	20	43	77
eGFP-HDAC8-ENCFF690UHD.bed	413	19	31	15	50	64
eGFP-HDAC8-ENCFF835SWC.bed	405	16	26	22	39	70
eGFP-HDAC8-ENCFF867FAH.bed	390	22	32	16	40	63
eGFP-HINFP-ENCFF089QJI.bed	378	27	20	19	50	74
eGFP-HINFP-ENCFF369YHE.bed	385	21	22	16	46	61
eGFP-HINFP-ENCFF922IFQ.bed	381	23	18	15	39	56
eGFP-ID3-ENCFF244XAR.bed	365	22	28	19	49	69
eGFP-ID3-ENCFF464FVG.bed	392	19	34	15	50	68
eGFP-ID3-ENCFF767ZAZ.bed	402	24	33	16	54	61
eGFP-ILK-ENCFF207HZD.bed	403	15	26	16	44	66
eGFP-ILK-ENCFF237JZC.bed	398	16	17	9	45	79
eGFP-ILK-ENCFF847LIB.bed	410	12	21	14	42	70
eGFP-IRF1-ENCFF814SES.bed	424	19	34	15	53	73
eGFP-IRF1-ENCFF857RCJ.bed	409	19	32	20	61	81
eGFP-IRF1-ENCFF961ADP.bed	399	14	36	19	60	86
eGFP-IRF9-ENCFF437EBC.bed	368	12	27	19	52	64
eGFP-IRF9-ENCFF672YBV.bed	371	11	39	20	49	73
eGFP-IRF9-ENCFF878TRQ.bed	374	13	28	25	45	68
eGFP-JUNB-ENCFF001VRK.bed	71	5	7	0	9	13
eGFP-JUND-ENCFF001VRL.bed	146	11	10	4	22	29
eGFP-KLF1-ENCFF255LGM.bed	430	22	21	19	62	74
eGFP-KLF1-ENCFF830SMA.bed	440	25	26	15	55	82
eGFP-KLF1-ENCFF842XXA.bed	392	16	24	19	56	66
eGFP-KLF13-ENCFF119DBB.bed	391	23	33	14	46	78
eGFP-KLF13-ENCFF163SYH.bed	400	20	37	16	40	75
eGFP-KLF13-ENCFF367KYN.bed	390	19	37	12	49	66
eGFP-MAFG-ENCFF421KPL.bed	397	18	24	17	66	71
eGFP-MAFG-ENCFF638THQ.bed	420	23	27	17	54	76
eGFP-MAFG-ENCFF703AYW.bed	401	22	29	13	63	76
eGFP-MEF2D-ENCFF170VIW.bed	367	13	23	14	57	76
eGFP-MEF2D-ENCFF345KFF.bed	376	14	27	22	49	81
eGFP-MEF2D-ENCFF369MAB.bed	407	13	21	20	51	74
eGFP-NFE2-ENCFF140CQS.bed	426	20	29	12	40	86
eGFP-NFE2-ENCFF619AGT.bed	434	18	26	15	47	75
eGFP-NFE2-ENCFF688MMW.bed	415	14	26	15	50	86
eGFP-NFE2L1-ENCFF065CJT.bed	430	21	21	14	48	63
eGFP-NFE2L1-ENCFF192SZH.bed	419	20	25	16	43	68
eGFP-NFE2L1-ENCFF197SSW.bed	383	21	20	19	44	71
eGFP-NFE2L1-ENCFF290CCX.bed	421	20	20	20	48	62
eGFP-NFE2L1-ENCFF627BPL.bed	375	18	19	19	51	61
eGFP-NFE2L1-ENCFF771POP.bed	405	18	15	23	38	73
eGFP-NR2C1-ENCFF243AWG.bed	357	19	23	12	48	72
eGFP-NR2C1-ENCFF258HYJ.bed	343	12	21	13	46	66
eGFP-NR2C1-ENCFF802GJA.bed	356	21	30	18	42	67
eGFP-NR2C2-ENCFF374WLL.bed	394	26	41	14	51	79
eGFP-NR2C2-ENCFF610XAF.bed	368	23	26	24	57	81
eGFP-NR2C2-ENCFF994BAN.bed	377	24	29	22	51	87
eGFP-NR4A1-ENCFF001VRM.bed	10	1	0	1	2	2
eGFP-NR4A1-ENCFF090MIJ.bed	409	21	23	15	51	57
eGFP-NR4A1-ENCFF317YJY.bed	394	15	29	20	41	64
eGFP-NR4A1-ENCFF319MZU.bed	381	22	30	15	49	64
eGFP-NR4A1-ENCFF368NGK.bed	379	19	26	11	44	77
eGFP-NR4A1-ENCFF585FBZ.bed	388	17	31	15	55	61
eGFP-NR4A1-ENCFF771WFB.bed	385	23	26	16	52	73
eGFP-PBX2-ENCFF075DYV.bed	393	22	25	17	47	67
eGFP-PBX2-ENCFF475TJT.bed	400	21	22	17	50	70
eGFP-PBX2-ENCFF869BQK.bed	393	21	21	15	52	69
eGFP-POLR2H-ENCFF138QHW.bed	382	22	20	25	46	71
eGFP-POLR2H-ENCFF642AZQ.bed	402	24	30	27	57	85
eGFP-POLR2H-ENCFF923FBF.bed	402	25	27	22	45	75
eGFP-PTRF-ENCFF355KNJ.bed	379	17	21	20	43	75
eGFP-PTRF-ENCFF357IPW.bed	386	17	21	19	42	65
eGFP-PTRF-ENCFF488ZUO.bed	347	13	17	25	55	68
eGFP-PTTG1-ENCFF069PPO.bed	380	21	25	14	49	66
eGFP-PTTG1-ENCFF351JUL.bed	407	21	27	13	45	80
eGFP-PTTG1-ENCFF981LHO.bed	401	20	27	11	44	59
eGFP-PYGO2-ENCFF021CLN.bed	377	26	27	14	43	61
eGFP-PYGO2-ENCFF311BXD.bed	366	20	28	20	43	50
eGFP-PYGO2-ENCFF430YKE.bed	406	13	26	19	45	68
eGFP-RELA-ENCFF347CVK.bed	381	13	23	25	42	73
eGFP-RELA-ENCFF401ROZ.bed	405	13	22	20	53	71
eGFP-RELA-ENCFF993MOQ.bed	406	24	22	15	45	72
eGFP-TAF7-ENCFF827LZB.bed	355	23	25	14	46	66
eGFP-TAF7-ENCFF869TGI.bed	362	14	29	16	37	61
eGFP-TAF7-ENCFF963EUU.bed	356	18	30	16	51	71
eGFP-TEAD2-ENCFF267PBD.bed	362	21	25	8	43	57
eGFP-TEAD2-ENCFF777YSR.bed	393	19	25	11	41	64
eGFP-TEAD2-ENCFF828PUB.bed	392	18	26	15	47	68
eGFP-TFDP1-ENCFF250VQN.bed	375	25	32	15	53	72
eGFP-TFDP1-ENCFF833HIY.bed	363	25	20	27	53	71
eGFP-TSC22D4-ENCFF225CMV.bed	376	14	19	18	35	58
eGFP-TSC22D4-ENCFF575RVG.bed	397	19	30	18	43	57
eGFP-TSC22D4-ENCFF597WGL.bed	382	15	25	13	40	54
eGFP-USF2-ENCFF058DFD.bed	417	19	28	19	46	73
eGFP-USF2-ENCFF138XJT.bed	396	20	37	24	45	61
eGFP-USF2-ENCFF165PIM.bed	419	23	35	9	45	73
eGFP-ZBTB11-ENCFF162YHD.bed	356	16	33	18	55	78
eGFP-ZBTB11-ENCFF847LNA.bed	414	19	38	20	65	68
eGFP-ZBTB11-ENCFF999XQG.bed	400	16	33	18	60	91
eGFP-ZFX-ENCFF423GZH.bed	398	16	23	16	57	84
eGFP-ZFX-ENCFF487JYD.bed	389	20	31	24	57	74
eGFP-ZFX-ENCFF590NAP.bed	394	20	29	14	57	78
eGFP-ZKSCAN8-ENCFF234TBD.bed	431	17	30	23	49	68
eGFP-ZKSCAN8-ENCFF603LKQ.bed	412	24	32	25	51	75
eGFP-ZKSCAN8-ENCFF839IXS.bed	375	19	28	15	55	81
eGFP-ZNF175-ENCFF195EMK.bed	412	24	35	18	60	68
eGFP-ZNF175-ENCFF260RNL.bed	416	24	39	21	57	72
eGFP-ZNF175-ENCFF472SCD.bed	417	19	24	18	51	80
eGFP-ZNF197-ENCFF061VCB.bed	384	16	37	23	54	72
eGFP-ZNF197-ENCFF820OCS.bed	385	23	29	23	52	66
eGFP-ZNF197-ENCFF866TCF.bed	357	25	30	22	57	72
eGFP-ZNF24-ENCFF670KBE.bed	371	19	35	26	49	58
eGFP-ZNF24-ENCFF694BDZ.bed	386	21	26	10	49	76
eGFP-ZNF24-ENCFF710KBI.bed	386	22	23	15	45	70
eGFP-ZNF354B-ENCFF225EQY.bed	430	16	18	19	57	85
eGFP-ZNF354B-ENCFF228ORA.bed	430	22	20	23	49	86
eGFP-ZNF354B-ENCFF849XOM.bed	413	27	26	20	46	80
eGFP-ZNF507-ENCFF096XNX.bed	430	29	29	22	51	80
eGFP-ZNF507-ENCFF211EQN.bed	431	26	29	22	40	87
eGFP-ZNF507-ENCFF396RQL.bed	435	26	32	22	46	94
eGFP-ZNF512-ENCFF188IJE.bed	403	17	37	25	42	80
eGFP-ZNF512-ENCFF357VCS.bed	412	21	43	22	39	83
eGFP-ZNF512-ENCFF530EDL.bed	428	22	39	22	49	79
eGFP-ZNF584-ENCFF496DRF.bed	353	18	29	29	63	68
eGFP-ZNF584-ENCFF586UNH.bed	382	17	35	21	61	68
eGFP-ZNF584-ENCFF870WRO.bed	374	18	35	19	50	65
eGFP-ZNF589-ENCFF470XSK.bed	410	24	26	24	59	66
eGFP-ZNF589-ENCFF524YHM.bed	385	23	19	27	58	68
eGFP-ZNF589-ENCFF783GCE.bed	372	16	29	26	55	78
eGFP-ZNF639-ENCFF433SFB.bed	407	12	34	16	53	77
eGFP-ZNF639-ENCFF543QKR.bed	410	20	30	22	54	64
eGFP-ZNF639-ENCFF816KBT.bed	410	21	31	23	48	65
eGFP-ZNF644-ENCFF587MUY.bed	389	16	27	27	50	75
eGFP-ZNF644-ENCFF768USG.bed	393	16	33	23	59	78
eGFP-ZNF644-ENCFF887PEG.bed	389	20	33	24	45	70
eGFP-ZNF740-ENCFF188UYW.bed	438	20	33	19	44	71
eGFP-ZNF740-ENCFF233FOV.bed	412	21	41	18	53	68
eGFP-ZNF740-ENCFF415MTB.bed	447	23	30	21	51	88
eGFP-ZNF740-ENCFF606TEA.bed	409	23	26	22	45	83
eGFP-ZNF740-ENCFF903FBL.bed	410	27	38	24	50	73
eGFP-ZNF740-ENCFF996DAB.bed	457	25	28	26	44	92
eGFP-ZNF766-ENCFF040CEH.bed	379	15	31	22	50	78
eGFP-ZNF766-ENCFF205LAU.bed	350	14	23	21	42	74
eGFP-ZNF766-ENCFF908JEV.bed	403	16	27	22	47	68
eGFP-ZNF83-ENCFF254TMJ.bed	436	20	29	25	53	69
eGFP-ZNF83-ENCFF392CTG.bed	413	16	29	25	61	67
eGFP-ZNF83-ENCFF609KYL.bed	414	15	30	24	55	66
